,wheelbase,curbweight,enginesize,boreratio,horsepower,fueleconomy,carlength,carwidth,gas,turbo,hardtop,hatchback,sedan,wagon,fwd,rwd,dohcv,l,ohc,ohcf,ohcv,rotor,five,four,six,three,twelve,two,Medium,Highend,price
154,0.31379310344827616,0.3110938712179985,0.11698113207547167,0.3642857142857141,0.05833333333333329,0.39643347050754457,0.4650406504065039,0.27500000000000036,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.06901345514125415
71,0.9999999999999996,0.8735453840186191,0.6528301886792454,0.6571428571428573,0.44583333333333336,0.05761316872427974,1.0,0.9500000000000002,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7215629809840625
5,0.45517241379310347,0.3952676493405741,0.2830188679245283,0.4642857142857142,0.2583333333333333,0.18930041152263383,0.588617886178862,0.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.25152673650762125
36,0.3413793103448275,0.20791311093871212,0.11698113207547167,0.2714285714285716,0.11666666666666664,0.4663923182441701,0.26016260162601634,0.2999999999999998,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.05404398987140657
43,0.2655172413793103,0.3293250581846392,0.18867924528301888,0.55,0.125,0.3141289437585733,0.4813008130081302,0.125,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.041383248100888725
162,0.31379310344827616,0.2529092319627618,0.139622641509434,0.4642857142857142,0.09166666666666667,0.4362139917695474,0.409756097560976,0.3416666666666677,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.10277543319596841
183,0.36896551724137927,0.2796741660201707,0.18113207547169813,0.4642857142857142,0.15416666666666667,0.42112482853223593,0.4975609756097561,0.43333333333333357,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0709249788987637
139,0.2448275862068967,0.24515128006206366,0.17735849056603775,0.7714285714285716,0.10416666666666663,0.3689986282578875,0.2731707317073173,0.27500000000000036,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.04803634377637653
70,0.9999999999999996,0.8851823118696664,0.460377358490566,0.7428571428571431,0.31249999999999994,0.2345679012345679,1.0,0.9500000000000002,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.6574152226801053
131,0.3275862068965516,0.3770364623739333,0.2679245283018868,0.6571428571428573,0.175,0.3237311385459533,0.5804878048780493,0.5249999999999995,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.11858894791718386
149,0.3551724137931038,0.4507370054305664,0.17735849056603775,0.7714285714285716,0.26249999999999996,0.22496570644718789,0.5284552845528454,0.4250000000000007,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.16324909388808895
150,0.31379310344827616,0.19278510473235067,0.11698113207547167,0.3642857142857141,0.05833333333333329,0.6035665294924553,0.28617886178861784,0.27500000000000036,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.005709746288664913
0,0.068965517241379,0.41117145073700545,0.26037735849056604,0.6642857142857144,0.26249999999999996,0.2441700960219479,0.4504065040650409,0.31666666666666643,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.20795888982672162
78,0.2448275862068967,0.20015515903801395,0.11698113207547167,0.30714285714285716,0.08333333333333331,0.5308641975308643,0.2634146341463417,0.3416666666666677,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03850354997269251
171,0.4068965517241381,0.4755624515128005,0.32075471698113206,0.7714285714285716,0.2833333333333333,0.32647462277091904,0.5707317073170732,0.44166666666666643,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.15964947122784368
68,0.806896551724138,0.8774243599689682,0.460377358490566,0.7428571428571431,0.31249999999999994,0.2345679012345679,0.8097560975609759,0.833333333333333,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.5742018767687802
193,0.4758620689655175,0.4169899146625291,0.18113207547169813,0.4642857142857142,0.16666666666666663,0.35390946502057613,0.6829268292682928,0.5500000000000007,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.1780447842708902
152,0.31379310344827616,0.20442203258339797,0.11698113207547167,0.3642857142857141,0.05833333333333329,0.5308641975308643,0.28617886178861784,0.27500000000000036,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03401022789335187
30,0.0,0.08727695888285492,0.11698113207547167,0.26428571428571446,0.04166666666666666,0.9999999999999998,0.056910569105691255,0.2999999999999998,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.033786803038578006
106,0.43448275862068986,0.6404189294026377,0.45283018867924524,0.6357142857142859,0.4666666666666666,0.18930041152263383,0.6081300813008133,0.6333333333333337,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.32970061069460305
13,0.5034482758620689,0.495345228859581,0.38867924528301884,0.55,0.30416666666666664,0.2565157750342935,0.5804878048780493,0.375,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.396877017029939
72,0.34482758620689635,0.8522110162916989,0.6528301886792454,0.6571428571428573,0.44583333333333336,0.05761316872427974,0.6373983739837401,0.8500000000000005,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7432103669132615
17,0.806896551724138,0.7823894491854151,0.558490566037736,0.7714285714285716,0.5583333333333333,0.06721536351165974,0.9089430894308945,0.8833333333333337,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.7884911374807606
18,0.062068965517241725,0.0,0.0,0.26428571428571446,0.0,0.9574759945130316,0.0,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0008192244675040983
38,0.3413793103448275,0.3107059736229635,0.1849056603773585,0.4357142857142857,0.15833333333333333,0.4087791495198903,0.4292682926829272,0.4083333333333341,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.09872896082617547
109,0.9517241379310346,0.6757176105508145,0.22264150943396227,0.6571428571428573,0.20416666666666666,0.17695473251028798,0.9398373983739843,0.6750000000000007,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.18176853185045427
47,0.9103448275862069,1.0,0.7433962264150944,0.7785714285714287,0.5333333333333332,0.05486968449931412,0.9512195121951219,0.7749999999999995,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6735514621915497
113,0.9517241379310346,0.6970519782777347,0.22264150943396227,0.6571428571428573,0.1958333333333333,0.17695473251028798,0.9398373983739843,0.6750000000000007,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.2873988381907552
56,0.2999999999999998,0.3460046547711404,0.03396226415094339,0.5642857142857143,0.22083333333333333,0.13443072702331965,0.4536585365853658,0.4500000000000002,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.1669976664515168
27,0.2448275862068967,0.2726920093095423,0.139622641509434,0.34999999999999987,0.22499999999999998,0.32647462277091904,0.2634146341463417,0.29166666666666696,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.08539794449133609
63,0.4206896551724135,0.37044220325833976,0.23018867924528302,0.6071428571428574,0.06666666666666665,0.6556927297668038,0.5967479674796752,0.5166666666666666,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.14093143339456832
147,0.35862068965517224,0.37509697439875866,0.17735849056603775,0.7714285714285716,0.19166666666666665,0.35390946502057613,0.526829268292683,0.4250000000000007,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.12611091802790325
105,0.16206896551724137,0.6404189294026377,0.45283018867924524,0.6357142857142859,0.6333333333333333,0.13443072702331965,0.4813008130081302,0.6333333333333337,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.3619730897174917
121,0.2448275862068967,0.1943366951124903,0.10943396226415092,0.30714285714285716,0.08333333333333331,0.5308641975308643,0.42601626016260186,0.29166666666666696,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.039074524601558996
2,0.27241379310344804,0.5178432893716058,0.3433962264150943,0.10000000000000009,0.4416666666666666,0.20164609053497945,0.48943089430894293,0.43333333333333357,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.2825579663373219
80,0.3344827586206893,0.34212567882079126,0.1849056603773585,0.44999999999999996,0.2833333333333333,0.3113854595336076,0.5186991869918702,0.4250000000000007,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.12017774688446453
191,0.4758620689655175,0.4550038789759503,0.2830188679245283,0.4642857142857142,0.2583333333333333,0.17695473251028798,0.6357723577235772,0.5500000000000007,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.20299389305396953
61,0.4206896551724135,0.3479441427463149,0.23018867924528302,0.6071428571428574,0.14999999999999997,0.3813443072702332,0.5967479674796752,0.5166666666666666,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.13596643662181618
49,0.5310344827586206,0.9550038789759503,1.0,0.7142857142857142,0.8916666666666666,0.0,0.8227642276422764,0.8583333333333334,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.7666451516806514
135,0.43103448275862055,0.4926299456943366,0.22641509433962265,0.7142857142857142,0.2583333333333333,0.2565157750342935,0.7398373983739837,0.5166666666666666,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.257981232312199
202,0.7758620689655169,0.591155934833204,0.4226415094339622,0.7428571428571431,0.35833333333333334,0.149519890260631,0.7756097560975612,0.7166666666666677,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.4063105108981679
91,0.27241379310344804,0.16679596586501166,0.1358490566037736,0.4357142857142857,0.08749999999999997,0.5185185185185186,0.3934959349593501,0.29166666666666696,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.03800705029541729
4,0.4413793103448276,0.5182311869666407,0.2830188679245283,0.4642857142857142,0.2791666666666667,0.13717421124828527,0.5772357723577235,0.5083333333333337,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.30614170100789434
100,0.3655172413793104,0.3157486423584174,0.22264150943396227,0.5642857142857143,0.20416666666666666,0.42112482853223593,0.5252032520325205,0.4083333333333341,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.10999950350032273
141,0.3655172413793104,0.25484871993793634,0.17735849056603775,0.7714285714285716,0.14166666666666666,0.53360768175583,0.5024390243902439,0.4250000000000007,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.049848567598431065
129,0.4068965517241381,0.7284716834755625,0.5358490566037737,1.0000000000000002,1.0,0.1961591220850481,0.5626016260162601,1.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6524502259073532
159,0.31379310344827616,0.3052754072924748,0.1849056603773585,0.5214285714285716,0.033333333333333326,0.747599451303155,0.409756097560976,0.3416666666666677,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0662827069162405
132,0.43103448275862055,0.45384018619084565,0.22641509433962265,0.7142857142857142,0.2583333333333333,0.2565157750342935,0.7398373983739837,0.5166666666666666,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.1671217913708356
108,0.7344827586206897,0.6629169899146625,0.3433962264150943,0.828571428571429,0.1958333333333333,0.42386831275720155,0.7414634146341466,0.6750000000000007,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.20063551958691228
155,0.31379310344827616,0.6291698991466252,0.11698113207547167,0.3642857142857141,0.05833333333333329,0.39643347050754457,0.4650406504065039,0.27500000000000036,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.09085944094136339
130,0.3275862068965516,0.42319627618308764,0.2679245283018868,0.6571428571428573,0.175,0.3237311385459533,0.6569105691056913,0.5166666666666666,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.10369395759892755
86,0.3344827586206893,0.3557020946470132,0.23018867924528302,0.5785714285714285,0.16666666666666663,0.36625514403292186,0.5089430894308946,0.4250000000000007,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.07623752544560847
93,0.27241379310344804,0.20791311093871212,0.1358490566037736,0.4357142857142857,0.08749999999999997,0.5185185185185186,0.47317073170731705,0.29166666666666696,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.05538453900004964
137,0.43103448275862055,0.5271528316524436,0.22641509433962265,0.7142857142857142,0.4666666666666666,0.20164609053497945,0.7398373983739837,0.5166666666666666,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.3351869321284941
144,0.35862068965517224,0.3479441427463149,0.17735849056603775,0.7714285714285716,0.14166666666666666,0.2647462277091907,0.5024390243902439,0.4250000000000007,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.1021548085993744
58,0.2999999999999998,0.39255236617532974,0.07169811320754715,0.5642857142857143,0.3625,0.11934156378600819,0.4536585365853658,0.4500000000000002,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.2613326051338067
60,0.4206896551724135,0.3576415826221877,0.23018867924528302,0.6071428571428574,0.14999999999999997,0.3813443072702332,0.5967479674796752,0.5166666666666666,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.08383397050791916
107,0.7344827586206897,0.5942591155934833,0.22264150943396227,0.6571428571428573,0.20416666666666666,0.17695473251028798,0.7414634146341466,0.6750000000000007,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.16836304056402362
143,0.3655172413793104,0.33048875096974395,0.17735849056603775,0.7714285714285716,0.19166666666666665,0.3813443072702332,0.5024390243902439,0.4250000000000007,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.12020257186832828
203,0.7758620689655169,0.6706749418153608,0.3169811320754717,0.33571428571428563,0.24166666666666664,0.3196159122085049,0.7756097560975612,0.7166666666666677,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.43076312000397204
34,0.2448275862068967,0.18153607447633824,0.11698113207547167,0.26428571428571446,0.11666666666666664,0.4663923182441701,0.14471544715447182,0.30833333333333357,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.049923042550022334
14,0.5827586206896553,0.6078355314197053,0.38867924528301884,0.55,0.30416666666666664,0.20438957475994507,0.7788617886178866,0.5500000000000007,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.48277146119855024
66,0.6310344827586207,0.47013188518231197,0.27547169811320754,0.6357142857142859,0.09999999999999998,0.5432098765432098,0.551219512195122,0.4833333333333334,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.32833523658209623
53,0.22413793103448265,0.17726920093095422,0.1132075471698113,0.34999999999999987,0.08333333333333331,0.5308641975308643,0.41788617886178914,0.3250000000000002,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.03914899955315029
98,0.29310344827586166,0.20170674941815359,0.1358490566037736,0.4357142857142857,0.08749999999999997,0.5185185185185186,0.34634146341463445,0.29166666666666696,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0777270244774341
180,0.6172413793103448,0.6373157486423584,0.4150943396226415,0.5214285714285716,0.45,0.19204389574759945,0.7593495934959353,0.5166666666666666,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2624497294076759
94,0.27241379310344804,0.17959658650116372,0.1358490566037736,0.4357142857142857,0.08749999999999997,0.5185185185185186,0.3934959349593501,0.29166666666666696,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.054143289806861616
138,0.2448275862068967,0.2179984484096199,0.1358490566037736,0.7714285714285716,0.08749999999999997,0.5061728395061729,0.25691056910569143,0.25833333333333375,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
176,0.5448275862068965,0.35919317300232734,0.23018867924528302,0.55,0.1833333333333333,0.39643347050754457,0.5609756097560976,0.5166666666666666,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1434884067325356
79,0.2206896551724138,0.25484871993793634,0.139622641509434,0.34999999999999987,0.22499999999999998,0.32647462277091904,0.2634146341463417,0.29166666666666696,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0638250335137282
87,0.3344827586206893,0.3549262994569433,0.1849056603773585,0.44999999999999996,0.2833333333333333,0.3113854595336076,0.5089430894308946,0.4250000000000007,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1032967578571074
103,0.4758620689655175,0.6097750193948797,0.45283018867924524,0.6357142857142859,0.4333333333333333,0.18930041152263383,0.7073170731707319,0.5166666666666666,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.20805818976217666
67,0.806896551724138,0.7862684251357641,0.460377358490566,0.7428571428571431,0.31249999999999994,0.2345679012345679,0.8097560975609759,0.833333333333333,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.5072737202720818
24,0.2448275862068967,0.18580294802172226,0.10943396226415092,0.30714285714285716,0.08333333333333331,0.5308641975308643,0.2634146341463417,0.29166666666666696,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0275805570726379
8,0.6620689655172414,0.6198603568657874,0.2641509433962264,0.4214285714285715,0.38333333333333336,0.09739368998628256,0.8390243902439023,0.9250000000000007,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.46564222233255553
